1,2.00586492,-1.66736508
1,-1.262322833,3.39074811
1,-2.56078955,-1.662766453
1,2.320078056,-1.279031937
1,4.710676392,-1.472328562
1,-4.895780829,-2.978216235
1,-3.226133649,1.660001021
1,-2.468294012,-2.226266006
1,-2.009530696,3.293637949
1,2.665907631,-3.45420886
1,-1.586516553,3.021272684
1,1.149693087,3.127567494
1,2.409569805,2.800977248
1,-4.646341013,-3.069292526
1,2.021901154,3.428666559
2,2.813474885,0.097160836
2,3.903267097,-1.190519367
2,2.795181015,1.868469895
2,2.973134912,-0.208086677
2,2.896573163,0.771735212
2,-3.971775963,-2.638831515
2,-1.869574854,3.012827696
2,-2.185598928,2.377768568
2,2.906734098,0.814900022
2,2.607577761,2.779018134
2,-1.782265933,3.096053914
2,3.274785306,0.787918481
2,2.399199374,2.852541092
2,-3.56918405,-2.73545272
2,3.128552455,-1.922837395
3,3.20486641,1.604346724
3,2.60191656,1.949212934
3,2.688344357,2.675725546
3,2.988942692,1.69399418
3,3.274523371,2.06643105
3,2.78555895,2.642347156
3,-3.605004256,-2.689782885
3,2.995939513,1.678936047
3,2.788413337,2.158525006
3,2.498696892,1.868591146
3,3.373214133,1.225529277
3,3.003105315,1.871471779
3,3.368727165,-1.503136978
3,2.650289507,1.72835203
3,2.726225662,2.119449559
4,3.085771297,1.544272233
4,3.008184755,1.949986893
4,2.85408032,1.790856488
4,2.93400776,1.49618857
4,3.06853483,1.99598728
4,3.124921317,1.909268244
4,2.992699845,1.479658179
4,2.773545785,2.039662163
4,2.841064701,2.26033153
4,3.068309191,1.95042499
4,3.162622403,1.87066734
4,3.069568296,2.37442118
4,2.650513138,2.013171482
4,2.658078924,2.328122143
4,3.099025628,2.045282519
5,2.926366331,1.972497942
5,2.897010264,2.026172955
5,2.924214451,1.972983453
5,3.014559747,1.787755944
5,3.160649222,1.890298465
5,3.101174426,1.897997382
5,2.834793416,1.985684181
5,2.966117166,1.853190362
5,2.934649612,1.889324835
5,2.947820718,2.126678355
5,2.893368589,1.937373597
5,3.116488453,1.7784011
5,3.046208898,2.06890903
5,3.084977396,2.001763817
5,2.930730544,1.942081327
6,2.901990906,1.994934075
6,3.034035177,2.085627362
6,2.936784406,1.917139829
6,2.935323917,1.902844675
6,2.981577599,1.936312352
6,2.947480137,2.139716898
6,3.015497047,2.082090869
6,2.909663245,2.00825025
6,3.013806844,1.943065223
6,3.019184332,1.97057733
6,3.078358454,1.897304564
6,2.971378594,2.078295113
6,2.917218341,2.060720174
6,3.048379682,2.035551911
6,2.914444901,2.104978798
7,2.953395249,2.160226253
7,2.94406352,2.036920417
7,2.939994776,2.033371279
7,2.982858465,2.0948274
7,3.110666145,2.00102754
7,2.991713979,1.867440141
7,2.948973644,2.027099657
7,2.933101453,2.039643395
7,3.026092135,2.007972776
7,2.908930137,1.980052915
7,3.048146197,1.848374988
7,3.096193977,1.999880774
7,3.109406253,1.933673069
7,2.977363596,2.0537705
7,2.996445545,2.078944653
8,3.064244085,2.020736164
8,3.086685143,1.921116416
8,2.972865707,2.066225975
8,2.991628631,2.089533039
8,3.057756545,1.942980344
8,2.960943949,1.992490094
8,2.97945845,1.865309981
8,3.051160896,1.97843449
8,3.055828253,2.045552536
8,2.952675495,2.057649931
8,2.921939814,1.962360514
8,2.93154867,1.9977113
8,3.002841728,2.055160701
8,2.980118481,2.104930131
8,3.033411158,2.078127397
9,3.012569664,1.990727835
9,3.013244743,1.961821038
9,2.997430763,1.936860989
9,2.969280103,1.965768471
9,3.01451871,1.920248167
9,2.963795378,1.974221126
9,2.998450284,1.945198037
9,2.977985526,2.070891288
9,2.993765151,2.066785983
9,3.009997451,1.936088861
9,2.957709832,2.062721087
9,2.992195518,2.067173834
9,2.996401255,2.019875525
9,3.02986067,1.940739653
9,2.975020094,1.968287251
10,2.929152573,1.999967124
10,3.029367557,1.925968076
10,3.013449378,1.974683838
10,2.94600435,2.08120671
10,3.061605218,1.966450075
10,3.051208731,1.990795363
10,3.002605429,2.039455595
10,2.979874908,2.037183179
10,2.94926399,1.951680036
10,2.998517684,1.960647463
10,3.04301193,2.063742751
10,3.011033044,1.915715805
10,2.996800385,2.087190976
10,2.991671722,2.038780676
10,2.942220222,2.103631321
